期刊名,Quartile,,,,,,
Advanced Sustainable Systems,Q2,,,,,,
Nanotechnology Reviews,Q1,,,,,,
EDUCATIONAL TECHNOLOGY & SOCIETY,Q1,,,,,,
JOURNAL OF HUMAN RESOURCES,Q1,,,,,,
JOURNAL OF HEART AND LUNG TRANSPLANTATION,Q1,,,,,,
FOOD POLICY,Q1,,,,,,
Annual Review of Biomedical Data Science,Q1,,,,,,
CRITICAL CARE MEDICINE,Q1,,,,,,
MIS QUARTERLY,Q1,,,,,,
GLOBAL ECOLOGY AND BIOGEOGRAPHY,Q1,,,,,,
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,Q1,,,,,,
HUMAN DEVELOPMENT,Q1,,,,,,
Journal of Cystic Fibrosis,Q1,,,,,,
JOURNAL OF MEDICAL INTERNET RESEARCH,Q1,,,,,,
npj Aging,Q1,,,,,,
JOURNAL OF SMALL BUSINESS MANAGEMENT,Q1,,,,,,
ACM Transactions on Multimedia Computing Communications and Applications,Q1,,,,,,
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,Q1,,,,,,
VALUE IN HEALTH,Q1,,,,,,
Analytica Chimica Acta,Q1,,,,,,
DIABETES-METABOLISM RESEARCH AND REVIEWS,Q1,,,,,,
WORK AND STRESS,Q1,,,,,,
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,,,,,,
NONLINEAR DYNAMICS,Q1,,,,,,
POLYMER TESTING,Q1,,,,,,
Journal of Manufacturing Technology Management,Q1,,,,,,
Advanced Photonics Nexus,Q1,,,,,,
FINANCIAL MANAGEMENT,Q1,,,,,,
International Journal of Accounting Information Systems,Q1,,,,,,
International Journal of Bioprinting,Q1,,,,,,
Cancer Cell International,Q1,,,,,,
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,Q1,,,,,,
Allergologie select,Q1,,,,,,
Environmental Sciences Europe,Q1,,,,,,
Biomaterials Advances,Q2,,,,,,
Applications in Energy and Combustion Science,Q1,,,,,,
Business & Society,Q1,,,,,,
Journal of Industrial and Engineering Chemistry,Q1,,,,,,
Machine Learning and Knowledge Extraction,Q1,,,,,,
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,Q1,,,,,,
Visual Computing for Industry Biomedicine and Art,Q1,,,,,,
Advances in Industrial and Manufacturing Engineering,Q1,,,,,,
FOOD REVIEWS INTERNATIONAL,Q1,,,,,,
Life Medicine,Q1,,,,,,
RUSSIAN CHEMICAL REVIEWS,Q1,,,,,,
Wiley Interdisciplinary Reviews-Energy and Environment,Q2,,,,,,
CLASSICAL REVIEW,N/A,,,,,,
Big Data & Society,Q1,,,,,,
JOURNAL OF DENTAL RESEARCH,Q1,,,,,,
JOURNAL OF DEMOCRACY,Q1,,,,,,
EUROPEAN JOURNAL OF EPIDEMIOLOGY,Q1,,,,,,
Translational Research,Q1,,,,,,
Defence Technology,Q1,,,,,,
ENVIRONMENTAL POLITICS,Q1,,,,,,
Ain Shams Engineering Journal,Q1,,,,,,
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,Q1,,,,,,
International Journal of Advertising,Q1,,,,,,
JOURNAL OF CORPORATE FINANCE,Q1,,,,,,
Conservation Letters,Q1,,,,,,
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,Q1,,,,,,
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,Q1,,,,,,
LAND USE POLICY,Q1,,,,,,
SEMINARS IN NUCLEAR MEDICINE,Q1,,,,,,
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,Q1,,,,,,
Sports Medicine-Open,Q1,,,,,,
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,Q1,,,,,,
JOURNAL OF BONE AND MINERAL RESEARCH,Q1,,,,,,
Journal of Cosmology and Astroparticle Physics,Q1,,,,,,
SURVEY OF OPHTHALMOLOGY,Q1,,,,,,
Environmental Health,Q1,,,,,,
EPMA Journal,Q1,,,,,,
AUTOMATICA,Q1,,,,,,
Food Bioscience,Q1,,,,,,
American Journal of Preventive Cardiology,Q1,,,,,,
CSEE Journal of Power and Energy Systems,Q1,,,,,,
CELL BIOLOGY AND TOXICOLOGY,Q1,,,,,,
INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,Q1,,,,,,
Food Structure-Netherlands,Q1,,,,,,
Frontiers in Immunology,Q1,,,,,,
Building Simulation,Q1,,,,,,
Substance Abuse and Rehabilitation,Q1,,,,,,
AAPPS Bulletin,Q1,,,,,,
Renewable Energy Focus,Q2,,,,,,
Journal of Molecular Cell Biology,Q2,,,,,,
Journal of Natural Gas Science and Engineering,Q1,,,,,,
AMERICAN POLITICAL SCIENCE REVIEW,Q1,,,,,,
CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,Q1,,,,,,
World Journal of Emergency Surgery,Q1,,,,,,
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,Q1,,,,,,
PSYCHOLOGICAL REVIEW,Q1,,,,,,
Aerospace Science and Technology,Q1,,,,,,
IEEE Transactions on Services Computing,Q1,,,,,,
Computers in Human Behavior Reports,Q1,,,,,,
Journal of Cardiovascular Computed Tomography,Q1,,,,,,
Communications Physics,Q1,,,,,,
HYDROLOGY AND EARTH SYSTEM SCIENCES,Q1,,,,,,
PROSTATE CANCER AND PROSTATIC DISEASES,Q1,,,,,,
ALTEX-Alternatives to Animal Experimentation,Q1,,,,,,
REVIEW OF ACCOUNTING STUDIES,Q1,,,,,,
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,Q1,,,,,,
ASTRONOMY & ASTROPHYSICS,Q1,,,,,,
Journal of Bionic Engineering,Q1,,,,,,
IEEE TRANSACTIONS ON SIGNAL PROCESSING,Q1,,,,,,
Science China-Earth Sciences,Q1,,,,,,
APPLIED CLAY SCIENCE,Q1,,,,,,
Business Process Management Journal,Q1,,,,,,
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,Q1,,,,,,
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,Q1,,,,,,
JMIR Mental Health,Q1,,,,,,
Wiley Interdisciplinary Reviews-Water,Q1,,,,,,
Current Research in Microbial Sciences,Q1,,,,,,
Asia Pacific Journal of Management,Q1,,,,,,
Food and Bioprocess Technology,Q1,,,,,,
BIOMASS & BIOENERGY,Q1,,,,,,
Sustainable Chemistry and Pharmacy,Q1,,,,,,
Neuroscience Bulletin,Q1,,,,,,
Cardiovascular Intervention and Therapeutics,Q1,,,,,,
JOURNAL OF FOOD ENGINEERING,Q1,,,,,,
Journal of Saudi Chemical Society,Q1,,,,,,
Carbon Balance and Management,Q1,,,,,,
Nepal Journal of Epidemiology,Q1,,,,,,
Carbon Letters,Q1,,,,,,
CURRENT OPINION IN IMMUNOLOGY,Q1,,,,,,
Stress Biology,Q1,,,,,,
Global Sustainability,Q1,,,,,,
ReCALL,Q1,,,,,,
Ophthalmology Retina,Q1,,,,,,
International Journal of Computer-Supported Collaborative Learning,Q1,,,,,,
American Economic Journal-Macroeconomics,Q1,,,,,,
Journal of Computer-Mediated Communication,Q1,,,,,,
JOURNAL OF INVESTIGATIVE DERMATOLOGY,Q1,,,,,,
Critical Perspectives on Accounting,Q1,,,,,,
Chinese Journal of Aeronautics,Q1,,,,,,
IEEE Transactions on Big Data,Q1,,,,,,
AGRICULTURAL AND FOREST METEOROLOGY,Q1,,,,,,
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,Q1,,,,,,
Systematic Biology,Q1,,,,,,
PLANT PHYSIOLOGY AND BIOCHEMISTRY,Q1,,,,,,
PLANT JOURNAL,Q1,,,,,,
Academy of Management Perspectives,Q1,,,,,,
Acta Neuropathologica Communications,Q1,,,,,,
Journal of Rural Studies,Q1,,,,,,
BULLETIN OF THE WORLD HEALTH ORGANIZATION,Q1,,,,,,
Kidney International Reports,Q1,,,,,,
Computers and Education Open,Q1,,,,,,
HEART RHYTHM,Q1,,,,,,
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,Q1,,,,,,
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,Q1,,,,,,
Smart Agricultural Technology,Q1,,,,,,
Psoriasis-Targets and Therapy,Q1,,,,,,
JOURNAL OF MEDICAL SYSTEMS,Q1,,,,,,
IEEE TRANSACTIONS ON RELIABILITY,Q1,,,,,,
Journal of Cheminformatics,Q1,,,,,,
CATENA,Q1,,,,,,
Chinese Medicine,Q1,,,,,,
Acta Geotechnica,Q1,,,,,,
DIABETES OBESITY & METABOLISM,Q1,,,,,,
High Power Laser Science and Engineering,Q1,,,,,,
ADVANCES IN ENGINEERING SOFTWARE,Q1,,,,,,
Applied Water Science,Q1,,,,,,
ATHEROSCLEROSIS,Q1,,,,,,
Engineering Failure Analysis,Q1,,,,,,
Travel Behaviour and Society,Q1,,,,,,
PROGRESS IN PLANNING,Q1,,,,,,
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,Q1,,,,,,
JOURNAL OF EXPERIMENTAL BOTANY,Q1,,,,,,
International Journal of Tourism Research,Q1,,,,,,
JOURNAL OF CLINICAL IMMUNOLOGY,Q1,,,,,,
R & D MANAGEMENT,Q1,,,,,,
Sustainable Computing-Informatics & Systems,Q1,,,,,,
European Journal of Innovation Management,Q1,,,,,,
Journal of Product and Brand Management,Q1,,,,,,
INTERNATIONAL JOURNAL OF COAL GEOLOGY,Q1,,,,,,
BLOOD REVIEWS,Q1,,,,,,
Bioengineering & Translational Medicine,Q1,,,,,,
Chemical & Biomedical Imaging,Q1,,,,,,
Cardiac Failure Review,Q1,,,,,,
BRITISH JOURNAL OF MANAGEMENT,Q1,,,,,,
MATERIALS RESEARCH BULLETIN,Q2,,,,,,
IEEE ANTENNAS AND PROPAGATION MAGAZINE,Q1,,,,,,
Journal of Materials Chemistry B,Q2,,,,,,
Biomaterials Science,Q2,,,,,,
Food Production Processing and Nutrition,Q1,,,,,,
Foundations and Trends in Signal Processing,Q1,,,,,,
eFood,Q1,,,,,,
Advanced Energy and Sustainability Research,Q2,,,,,,
Essays in Biochemistry,Q1,,,,,,
ChemTexts,Q1,,,,,,
SYSTEM,Q1,,,,,,
Ocular Surface,Q1,,,,,,
JAMA Otolaryngology-Head & Neck Surgery,Q1,,,,,,
AMERICAN JOURNAL OF POLITICAL SCIENCE,Q1,,,,,,
Social Issues and Policy Review,Q1,,,,,,
Interactive Technology and Smart Education,Q1,,,,,,
European Urology Focus,Q1,,,,,,
CHAOS SOLITONS & FRACTALS,Q1,,,,,,
NEPHROLOGY DIALYSIS TRANSPLANTATION,Q1,,,,,,
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Q1,,,,,,
Crop Journal,Q1,,,,,,
International Review of Economics & Finance,Q1,,,,,,
Acta Physiologica,Q1,,,,,,
DEVELOPMENTAL REVIEW,Q1,,,,,,
AUTISM,Q1,,,,,,
Journal of Ginseng Research,Q1,,,,,,
MEASUREMENT,Q1,,,,,,
Information Technology & People,Q1,,,,,,
Advances in Wound Care,Q1,,,,,,
Asia Pacific Management Review,Q1,,,,,,
CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,Q1,,,,,,
Blockchain-Research and Applications,Q1,,,,,,
Autism Research,Q1,,,,,,
JOURNAL OF ECOLOGY,Q1,,,,,,
NEUROBIOLOGY OF DISEASE,Q1,,,,,,
PEDIATRIC DIABETES,Q1,,,,,,
THEORETICAL AND APPLIED FRACTURE MECHANICS,Q1,,,,,,
BIOCHEMICAL PHARMACOLOGY,Q1,,,,,,
BREAST CANCER RESEARCH,Q1,,,,,,
BIOLOGY AND FERTILITY OF SOILS,Q1,,,,,,
Ceramics International,Q1,,,,,,
Immunity & Ageing,Q1,,,,,,
Crop and Environment,Q1,,,,,,
Environmental Research Letters,Q1,,,,,,
IEEE JOURNAL OF SOLID-STATE CIRCUITS,Q1,,,,,,
EPJ Quantum Technology,Q1,,,,,,
COLLOIDS AND SURFACES B-BIOINTERFACES,Q1,,,,,,
Environmental and Sustainability Indicators,Q1,,,,,,
Family Business Review,Q1,,,,,,
JCO Precision Oncology,Q1,,,,,,
Sustainable Energy Grids & Networks,Q1,,,,,,
Digital Discovery,Q1,,,,,,
SCRIPTA MATERIALIA,Q1,,,,,,
International Journal on Semantic Web and Information Systems,Q1,,,,,,
ELECTROCHIMICA ACTA,Q1,,,,,,
Groundwater for Sustainable Development,Q1,,,,,,
International Journal of Precision Engineering and Manufacturing-Green Technology,Q1,,,,,,
Biosensors-Basel,Q1,,,,,,
ANIMAL HEALTH RESEARCH REVIEWS,Q1,,,,,,
CELL PROLIFERATION,Q2,,,,,,
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,Q1,,,,,,
Energy and Climate Change,Q2,,,,,,
SEPARATION AND PURIFICATION REVIEWS,Q1,,,,,,
Journal of Materials Informatics,Q2,,,,,,
European Journal of Psychology Applied to Legal Context,Q1,,,,,,
Assessing Writing,Q1,,,,,,
JOURNAL OF COMMUNICATION,Q1,,,,,,
Journal of Science Education and Technology,Q1,,,,,,
MODERN PATHOLOGY,Q1,,,,,,
JOURNAL OF DENTISTRY,Q1,,,,,,
PSYCHOLOGICAL MEDICINE,Q1,,,,,,
PAIN,Q1,,,,,,
Structural Change and Economic Dynamics,Q1,,,,,,
CHINA ECONOMIC REVIEW,Q1,,,,,,
EUROPEAN JOURNAL OF AGRONOMY,Q1,,,,,,
Global Finance Journal,Q1,,,,,,
Journal of the Association for Information Systems,Q1,,,,,,
RADIOGRAPHICS,Q1,,,,,,
AMERICAN JOURNAL OF CHINESE MEDICINE,Q1,,,,,,
Molecular Autism,Q1,,,,,,
Smart Cities,Q1,,,,,,
MOLECULAR & CELLULAR PROTEOMICS,Q1,,,,,,
Infectious Diseases of Poverty,Q1,,,,,,
International Journal of Behavioral Nutrition and Physical Activity,Q1,,,,,,
Molecular Ecology Resources,Q1,,,,,,
CLINICAL PHARMACOLOGY & THERAPEUTICS,Q1,,,,,,
GENOME RESEARCH,Q1,,,,,,
Circulation-Genomic and Precision Medicine,Q1,,,,,,
JOURNAL OF HIGH ENERGY PHYSICS,Q1,,,,,,
JOURNAL OF PSYCHOPHARMACOLOGY,Q1,,,,,,
Ocean Engineering,Q1,,,,,,
Drug Delivery and Translational Research,Q1,,,,,,
JOURNAL OF GASTROENTEROLOGY,Q1,,,,,,
Annals of Intensive Care,Q1,,,,,,
Pharmaceutics,Q1,,,,,,
IEEE Wireless Communications Letters,Q1,,,,,,
CONSERVATION BIOLOGY,Q1,,,,,,
Journal of Chemical Theory and Computation,Q1,,,,,,
Transportation Geotechnics,Q1,,,,,,
GLOBAL BIOGEOCHEMICAL CYCLES,Q1,,,,,,
MOLECULAR CANCER THERAPEUTICS,Q1,,,,,,
ADVANCES IN ATMOSPHERIC SCIENCES,Q1,,,,,,
MATERIALS CHARACTERIZATION,Q1,,,,,,
Journal of Oral Microbiology,Q1,,,,,,
International Journal of Retail & Distribution Management,Q1,,,,,,
ACM Transactions on Human-Robot Interaction,Q1,,,,,,
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,Q1,,,,,,
Annual Review of Vision Science,Q1,,,,,,
Geo-Spatial Information Science,Q1,,,,,,
CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,Q1,,,,,,
Current Nutrition Reports,Q1,,,,,,
CHINESE JOURNAL OF CHEMISTRY,Q2,,,,,,
Journal of Global Fashion Marketing,Q1,,,,,,
ACS Applied Energy Materials,Q2,,,,,,
ACS Applied Nano Materials,Q2,,,,,,
ACS Biomaterials Science & Engineering,Q2,,,,,,
NanoImpact,Q1,,,,,,
Gas Science and Engineering,Q1,,,,,,
Materials for Renewable and Sustainable Energy,Q2,,,,,,
EXPERT REVIEWS IN MOLECULAR MEDICINE,Q1,,,,,,
Polysaccharides,Q1,,,,,,
Education and Information Technologies,Q1,,,,,,
Studies in Second Language Learning and Teaching,Q1,,,,,,
POLITICAL ANALYSIS,Q1,,,,,,
Digital Journalism,Q1,,,,,,
PAKISTAN VETERINARY JOURNAL,Q1,,,,,,
APPLIED GEOGRAPHY,Q1,,,,,,
REVIEW OF FINANCIAL STUDIES,Q1,,,,,,
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,Q1,,,,,,
HUMAN RELATIONS,Q1,,,,,,
Body Image,Q1,,,,,,
SOCIO-ECONOMIC PLANNING SCIENCES,Q1,,,,,,
Engineering Science and Technology-An International Journal-JESTECH,Q1,,,,,,
Annals of the American Thoracic Society,Q1,,,,,,
Engineering Applications of Computational Fluid Mechanics,Q1,,,,,,
Environmental Microbiome,Q1,,,,,,
IEEE Transactions on Emerging Topics in Computing,Q1,,,,,,
SciPost Physics,Q1,,,,,,
BIOINFORMATICS,Q1,,,,,,
JOURNAL OF ETHNOPHARMACOLOGY,Q1,,,,,,
OCEAN & COASTAL MANAGEMENT,Q1,,,,,,
Plant Health Progress,Q3,,,,,,
Psicologica,Q4,,,,,,
REVIEW OF SOCIAL ECONOMY,Q3,,,,,,
Software Impacts,Q4,,,,,,
Acoustics,Q3,,,,,,
Arab Journal of Urology,Q3,,,,,,
Canadian Journal of Human Sexuality,Q4,,,,,,
EASTERN EUROPEAN ECONOMICS,Q3,,,,,,
Italian Economic Journal,Q3,,,,,,
Journal of Public Mental Health,Q4,,,,,,
Neurointervention,Q4,,,,,,
Ochsner Journal,Q2,,,,,,
SCOTTISH JOURNAL OF POLITICAL ECONOMY,Q3,,,,,,
Urban Forum,Q3,,,,,,
ANAESTHESIA AND INTENSIVE CARE,Q3,,,,,,
Australasian Psychiatry,Q4,,,,,,
AUSTRALIAN FORESTRY,Q3,,,,,,
Cuadernos de Investigacion Geografica,Q4,,,,,,
Digital Library Perspectives,Q3,,,,,,
INTERNATIONAL ECONOMIC JOURNAL,Q3,,,,,,
JOURNAL OF MOTOR BEHAVIOR,Q4,,,,,,
Journal of Ocean University of China,Q4,,,,,,
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,Q2,,,,,,
Taiwan Journal of Ophthalmology,Q3,,,,,,
THERAPEUTIC APHERESIS AND DIALYSIS,Q3,,,,,,
China International Strategy Review,Q3,,,,,,
E & M Ekonomie a Management,Q3,,,,,,
Journal of Emerging Market Finance,Q3,,,,,,
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE,Q4,,,,,,
Journal of Pharmaceutical Health Care and Sciences,Q4,,,,,,
Journal of Smoking Cessation,Q4,,,,,,
Journal of Theoretical and Philosophical Psychology,Q3,,,,,,
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,Q2,,,,,,
NORDIC PULP & PAPER RESEARCH JOURNAL,Q2,,,,,,
Saudi Journal of Ophthalmology,Q3,,,,,,
Scientia Agropecuaria,Q3,,,,,,
XENOBIOTICA,Q4,,,,,,
ACTA SCIENTIARUM-AGRONOMY,Q3,,,,,,
Art Therapy,Q3,,,,,,
Chinese Journal of Urban and Environmental Studies,Q3,,,,,,
Ciencia & Saude Coletiva,Q4,,,,,,
Current Radiopharmaceuticals,Q4,,,,,,
International Journal of Aerospace Engineering,Q3,,,,,,
International Journal of Physical Modelling in Geotechnics,Q4,,,,,,
International Journal of Technology,Q3,,,,,,
Journal of Environmental Economics and Policy,Q4,,,,,,
Marine Biology Research,Q3,,,,,,
Physical Therapy Reviews,Q3,,,,,,
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,Q3,,,,,,
Poljoprivreda,Q3,,,,,,
REVSTAT-Statistical Journal,Q2,,,,,,
Sexual Health & Compulsivity,Q3,,,,,,
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,Q3,,,,,,
ECONOMIC RECORD,Q3,,,,,,
GEOTECHNICAL TESTING JOURNAL,Q4,,,,,,
Horticulture Journal,Q3,,,,,,
International Journal of Educational Psychology,Q4,,,,,,
Invasive Plant Science and Management,Q3,,,,,,
Journal of Infection in Developing Countries,Q4,,,,,,
Physical Culture and Sport Studies and Research,Q3,,,,,,
SORT-Statistics and Operations Research Transactions,Q2,,,,,,
BEHAVIORAL INTERVENTIONS,Q3,,,,,,
Clinical Journal of Oncology Nursing,Q3,,,,,,
COMPTES RENDUS PHYSIQUE,Q3,,,,,,
Danish Medical Journal,Q2,,,,,,
Economics of Energy & Environmental Policy,Q3,,,,,,
Health SA Gesondheid,Q4,,,,,,
Indian Journal of Palliative Care,Q4,,,,,,
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,Q4,,,,,,
JOURNAL OF HERBS SPICES AND MEDICINAL PLANTS,Q3,,,,,,
Journal of Sports Analytics,Q3,,,,,,
JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,Q3,,,,,,
Journal of the Indian Academy of Wood Science,Q3,,,,,,
Proceedings of the Institution of Civil Engineers-Construction Materials,Q4,,,,,,
PROTEIN EXPRESSION AND PURIFICATION,Q4,,,,,,
BLOOD PRESSURE MONITORING,Q4,,,,,,
FOLIA GEOBOTANICA,Q3,,,,,,
HUMAN DIMENSIONS OF WILDLIFE,Q3,,,,,,
Journal of Electrocardiology,Q4,,,,,,
Journal of Postgraduate Medicine,Q2,,,,,,
Journal of Teaching in International Business,Q2,,,,,,
NUKLEARMEDIZIN-NUCLEAR MEDICINE,Q4,,,,,,
PEDIATRIC HEMATOLOGY AND ONCOLOGY,Q3,,,,,,
PLASTICS RUBBER AND COMPOSITES,Q4,,,,,,
Quality Innovation Prosperity-Kvalita Inovacia Prosperita,Q4,,,,,,
Survey Methodology,Q2,,,,,,
Advances in Astronomy,Q3,,,,,,
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,Q4,,,,,,
Computer Optics,Q4,,,,,,
International Journal of Fuzzy Logic and Intelligent Systems,Q3,,,,,,
Journal of Failure Analysis and Prevention,Q3,,,,,,
Journal of Seed Science,Q3,,,,,,
Rendiconti Online della Societa Geologica Italiana,Q4,,,,,,
SHOCK AND VIBRATION,Q3,,,,,,
TRANSFUSION AND APHERESIS SCIENCE,Q4,,,,,,
ACM Transactions on Parallel Computing,Q3,,,,,,
ACOUSTICAL PHYSICS,Q3,,,,,,
ANNALS OF HUMAN GENETICS,Q4,,,,,,
BULLETIN OF ECONOMIC RESEARCH,Q3,,,,,,
Continence,Q3,,,,,,
e-Informatica Software Engineering Journal,Q4,,,,,,
Eurasian Journal of Medicine,Q2,,,,,,
FME Transactions,Q4,,,,,,
International Journal of Geophysics,Q3,,,,,,
International Journal of Wireless Information Networks,Q4,,,,,,
JOURNAL OF GENETICS,Q4,,,,,,
Open Computer Science,Q3,,,,,,
OPTICAL ENGINEERING,Q4,,,,,,
Diabetology International,Q4,,,,,,
Forum for Social Economics,Q3,,,,,,
International Journal of Shipping and Transport Logistics,Q4,,,,,,
Journal of Acupuncture and Meridian Studies,Q4,,,,,,
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,Q4,,,,,,
Journal of Scleroderma and Related Disorders,Q4,,,,,,
Lung India,Q4,,,,,,
Management & Marketing,Q4,,,,,,
Marketing and Management of Innovations,Q4,,,,,,
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,Q3,,,,,,
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,Q4,,,,,,
VIRAL IMMUNOLOGY,Q4,,,,,,
ACTA GASTRO-ENTEROLOGICA BELGICA,Q4,,,,,,
African Journal of Science Technology Innovation & Development,Q3,,,,,,
Canadian Geriatrics Journal,Q4,,,,,,
European Burn Journal,Q3,,,,,,
Hematology Reports,Q4,,,,,,
International Journal of Innovation Management,Q4,,,,,,
Journal of Adolescent and Young Adult Oncology,Q4,,,,,,
JOURNAL OF GENERAL PLANT PATHOLOGY,Q3,,,,,,
Journal of Real Estate Research,Q3,,,,,,
JOURNAL OF VECTOR BORNE DISEASES,Q3,,,,,,
Revista Iberoamericana de Automatica e Informatica Industrial,Q4,,,,,,
Economics-The Open Access Open-Assessment E-Journal,Q3,,,,,,
GigaByte,Q3,,,,,,
Journal of Contemporary Brachytherapy,Q4,,,,,,
Journal of Mental Health Training Education and Practice,Q4,,,,,,
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,Q4,,,,,,
New Space-The Journal of Space Entrepreneurship and Innovation,Q3,,,,,,
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,Q3,,,,,,
Clinical Teacher,Q4,,,,,,
eJHaem,Q4,,,,,,
Emerging Materials Research,Q4,,,,,,
GENES & GENETIC SYSTEMS,Q4,,,,,,
IET Microwaves Antennas & Propagation,Q4,,,,,,
Iranian Journal of Allergy Asthma and Immunology,Q4,,,,,,
Mechanics & Industry,Q4,,,,,,
Periodico di Mineralogia,Q3,,,,,,
Acta Epileptologica,Q4,,,,,,
Chemistry-Didactics-Ecology-Metrology,Q3,,,,,,
EUROPEAN CYTOKINE NETWORK,Q4,,,,,,
IET Cyber-systems and Robotics,Q4,,,,,,
Innovative Marketing,Q4,,,,,,
Journal of Agricultural Extension,Q3,,,,,,
Journal of Corporate Accounting and Finance,Q3,,,,,,
Journal of Korea Trade,Q3,,,,,,
Reports of Biochemistry and Molecular Biology,Q4,,,,,,
TRANSFUSION CLINIQUE ET BIOLOGIQUE,Q4,,,,,,
WATER SA,Q4,,,,,,
AIMS Bioengineering,Q4,,,,,,
Clinical Pediatric Endocrinology,Q4,,,,,,
European Journal of Family Business,Q4,,,,,,
IEEE Open Journal of Control Systems,Q4,,,,,,
Journal of Internet Technology,Q4,,,,,,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,Q4,,,,,,
Jundishapur Journal of Natural Pharmaceutical Products,Q4,,,,,,
PSYCHIATRISCHE PRAXIS,Q4,,,,,,
SAE International Journal of Engines,Q4,,,,,,
Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,Q3,,,,,,
Thalassemia Reports,Q4,,,,,,
Tropics,Q4,,,,,,
AATCC Journal of Research,Q3,,,,,,
African Journal of Laboratory Medicine,Q4,,,,,,
Behavioral Research in Accounting,Q3,,,,,,
Chinese Science Bulletin-Chinese,Q3,,,,,,
Economics Ecology Socium,Q3,,,,,,
Environmental Health Engineering and Management Journal,Q4,,,,,,
IET Circuits Devices & Systems,Q4,,,,,,
International Journal of Ceramic Engineering and Science,Q3,,,,,,
Physicochemical Problems of Mineral Processing,Q3,,,,,,
Pollution,Q4,,,,,,
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,Q2,,,,,,
Traditional & Kampo Medicine,Q4,,,,,,
Welding International,Q3,,,,,,
AIMS Environmental Science,Q4,,,,,,
ARCHIVES OF MECHANICS,Q3,,,,,,
ENVIRONMENTAL FORENSICS,Q4,,,,,,
Global NEST Journal,Q4,,,,,,
International Journal of Computational Science and Engineering,Q4,,,,,,
Journal of Oil Palm Research,Q4,,,,,,
Research Journal of Pharmacognosy,Q4,,,,,,
South African Journal of Business Management,Q4,,,,,,
BIOTA NEOTROPICA,Q3,,,,,,
Hepatoma Research,Q4,,,,,,
International Journal of Cardiology Congenital Heart Disease,Q4,,,,,,
International Journal of Computational Materials Science and Engineering,Q4,,,,,,
Canadian Liver Journal,Q4,,,,,,
Congenital Heart Disease,Q4,,,,,,
Journal of Electronic Commerce in Organizations,Q4,,,,,,
Journal of Outdoor Recreation Education and Leadership,Q3,,,,,,
Journal of Structural Fire Engineering,Q4,,,,,,
Journal of the ASEAN Federation of Endocrine Societies,Q4,,,,,,
Business Systems Research Journal,Q4,,,,,,
EGYPTIAN JOURNAL OF CHEMISTRY,Q3,,,,,,
Environmental & Socio-Economic Studies,Q4,,,,,,
