期刊名称,2025分区,Top
Endocrinology Diabetes & Metabolism,4,\
Endocrinology Diabetes and Metabolism Case Reports,4,\
Endocrinology Research and Practice,4,\
ENDOCRINOLOGY,3,\
Endokrynologia Polska,4,\
Endoscopic Ultrasound,1,Yes
Endoscopy International Open,3,\
ENDOSCOPY,1,Yes
Endoxa-Series Filosoficas,4,\
Energetic Materials Frontiers,2,\
Energies,4,\
Energy & Environment,4,\
Energy & Environmental Materials,1,Yes
Energy & Environmental Science,1,Yes
ENERGY & FUELS,3,\
Energy Advances,4,\
Energy and AI,2,\
ENERGY AND BUILDINGS,2,Yes
Energy and Climate Change,3,\
Energy Conversion and Management-X,2,\
ENERGY CONVERSION AND MANAGEMENT,1,Yes
Energy Ecology and Environment,3,\
Energy Economics,1,Yes
Energy Efficiency,4,\
ENERGY EXPLORATION & EXPLOITATION,4,\
Energy for Sustainable Development,3,\
Energy Geoscience,4,\
ENERGY JOURNAL,4,\
Energy Material Advances,1,Yes
Energy Materials,2,\
Energy Nexus,2,\
Energy Policy,2,Yes
Energy Reports,3,\
Energy Research & Social Science,2,\
Energy Science & Engineering,4,\
Energy Sources Part A-Recovery Utilization and Environmental Effects,4,\
Energy Sources Part B-Economics Planning and Policy,4,\
Energy Storage Materials,1,Yes
Energy Storage,4,\
Energy Strategy Reviews,2,\
Energy Sustainability and Society,2,\
Energy Systems-Optimization Modeling Simulation and Economic Aspects,4,\
Energy Technology,4,\
Energy,1,Yes
EnergyChem,1,Yes
eNeuro,3,\
Eneurobiologia,4,\
Enfance,4,\
ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,4,\
Enfermeria Clinica,4,\
Enfermeria Intensiva,4,\
Enfoque UTE,4,\
Engaging Science Technology and Society,4,\
Engenharia Agricola,4,\
Engenharia Sanitaria e Ambiental,4,\
Engineer-Journal of the Institution of Engineers Sri Lanka,4,\
Engineered Science,1,Yes
ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,2,\
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,1,Yes
Engineering Applications of Computational Fluid Mechanics,1,Yes
ENGINEERING COMPUTATIONS,4,\
Engineering Construction and Architectural Management,2,\
ENGINEERING ECONOMIST,4,\
Engineering Failure Analysis,2,\
ENGINEERING FRACTURE MECHANICS,2,\
ENGINEERING GEOLOGY,1,Yes
ENGINEERING IN LIFE SCIENCES,3,\
ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION,4,\
Engineering Journal-Thailand,4,\
Engineering Letters,4,\
Engineering Management Journal,4,\
ENGINEERING OPTIMIZATION,4,\
Engineering Reports,4,\
Engineering Research Express,4,\
Engineering Review,4,\
Engineering Science and Technology-An International Journal-JESTECH,2,\
ENGINEERING STRUCTURES,1,Yes
Engineering Studies,3,\
Engineering Technologies and Systems,4,\
ENGINEERING WITH COMPUTERS,2,Yes
Engineering,2,\
English Academy Review-Southern African Journal of English Studies,3,\
ENGLISH FOR SPECIFIC PURPOSES,1,Yes
ENGLISH HISTORICAL REVIEW,2,\
ENGLISH IN AFRICA,3,\
English in Australia,4,\
English in Education,4,\
English Language & Linguistics,2,\
ENGLISH LANGUAGE NOTES,4,\
ENGLISH LITERARY RENAISSANCE,2,\
English Studies at NBU,4,\
ENGLISH STUDIES IN AFRICA,3,\
ENGLISH STUDIES,3,\
English Teaching and Learning,3,\
English Teaching-Practice and Critique,4,\
English Text Construction,4,\
English Today,2,\
English World-Wide,2,\
ENGLISH,3,\
Enrahonar-Quaderns de Filosofia,4,\
Ensayos-Revista de la Facultad de Educacion de Albacete,4,\
Enseignement Mathematique,4,\
Ensenanza de Las Ciencias,4,\
ENT Updates,4,\
ENT-EAR NOSE & THROAT JOURNAL,4,\
ENTERPRISE & SOCIETY,3,\
Enterprise Information Systems,3,\
Enterprise Modelling and Information Systems Architectures-An International Journal,3,\
Entertainment Computing,3,\
Enthymema-International Journal of Literary Criticism Literary Theory and Philosophy of Literature,4,\
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,3,\
ENTOMOLOGIA GENERALIS,1,Yes
Entomologica Americana,4,\
ENTOMOLOGICAL NEWS,4,\
ENTOMOLOGICAL RESEARCH,4,\
ENTOMOLOGICAL SCIENCE,4,\
Entorno Geografico,4,\
ENTRE CIENCIA E INGENIERIA,4,\
Entrepalavras,4,\
Entrepreneurial Business and Economics Review,3,\
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,2,\
Entrepreneurship and Sustainability Issues,4,\
Entrepreneurship Research Journal,4,\
ENTREPRENEURSHIP THEORY AND PRACTICE,2,\
Entropy,3,\
Enunciacion,4,\
ENVIRONMENT AND BEHAVIOR,2,\
ENVIRONMENT AND DEVELOPMENT ECONOMICS,4,\
ENVIRONMENT AND HISTORY,3,\
Environment and Planning A-Economy and Space,1,Yes
Environment and Planning B-Urban Analytics and City Science,3,\
Environment and Planning C-Politics and Space,2,\
ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,1,Yes
Environment and Planning E-Nature and Space,2,\
Environment and Society-Advances in Research,2,\
Environment and Urbanization ASIA,4,\
ENVIRONMENT AND URBANIZATION,3,\
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,3,\
ENVIRONMENT INTERNATIONAL,1,Yes
Environment Protection Engineering,4,\
ENVIRONMENT,4,\
ENVIRONMENTAL & ENGINEERING GEOSCIENCE,4,\
ENVIRONMENTAL & RESOURCE ECONOMICS,3,\
Environmental & Socio-Economic Studies,4,\
Environmental and Climate Technologies,4,\
ENVIRONMENTAL AND ECOLOGICAL STATISTICS,4,\
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,2,\
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,4,\
Environmental and Planning Law Journal,4,\
Environmental and Sustainability Indicators,2,\
ENVIRONMENTAL ARCHAEOLOGY,3,\
ENVIRONMENTAL BIOLOGY OF FISHES,4,\
Environmental Chemistry and Ecotoxicology,1,Yes
Environmental Chemistry Letters,2,\
Environmental Chemistry,4,\
Environmental Communication-A Journal of Nature and Culture,3,\
ENVIRONMENTAL CONSERVATION,4,\
Environmental Development,2,\
Environmental Earth Sciences,3,\
Environmental Economics and Policy Studies,4,\
Environmental Education Research,3,\
Environmental Engineering and Management Journal,4,\
Environmental Engineering Research,4,\
ENVIRONMENTAL ENGINEERING SCIENCE,4,\
ENVIRONMENTAL ENTOMOLOGY,3,\
Environmental Epidemiology,4,\
Environmental Epigenetics,2,\
ENVIRONMENTAL ETHICS,2,\
Environmental Evidence,3,\
ENVIRONMENTAL FLUID MECHANICS,3,\
ENVIRONMENTAL FORENSICS,4,\
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,4,\
Environmental Geotechnics,4,\
Environmental Hazards-Human and Policy Dimensions,4,\
Environmental Health and Preventive Medicine,3,\
Environmental Health Engineering and Management Journal,4,\
Environmental Health Insights,4,\
ENVIRONMENTAL HEALTH PERSPECTIVES,1,Yes
Environmental Health,2,\
ENVIRONMENTAL HISTORY,3,\
Environmental Humanities,2,\
Environmental Impact Assessment Review,1,Yes
Environmental Innovation and Societal Transitions,2,\
Environmental Justice,4,\
ENVIRONMENTAL MANAGEMENT,3,\
Environmental Microbiology Reports,3,\
ENVIRONMENTAL MICROBIOLOGY,2,\
Environmental Microbiome,2,\
ENVIRONMENTAL MODELING & ASSESSMENT,4,\
ENVIRONMENTAL MODELLING & SOFTWARE,2,\
ENVIRONMENTAL MONITORING AND ASSESSMENT,4,\
Environmental Policy and Governance,3,\
ENVIRONMENTAL POLITICS,1,Yes
Environmental Pollutants and Bioavailability,4,\
ENVIRONMENTAL POLLUTION,2,\
Environmental Processes-An International Journal,3,\
Environmental Progress & Sustainable Energy,4,\
ENVIRONMENTAL QUALITY MANAGEMENT,4,\
Environmental Research Communications,4,\
Environmental Research Letters,2,\
ENVIRONMENTAL RESEARCH,2,\
Environmental Research: Infrastructure and Sustainability,4,\
ENVIRONMENTAL REVIEWS,2,\
ENVIRONMENTAL SCIENCE & POLICY,2,\
Environmental Science & Technology Letters,2,\
ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,Yes
Environmental Science and Ecotechnology,1,Yes
Environmental Science-Advances,4,\
Environmental Science-Atmospheres,3,\
Environmental Science-Nano,3,\
Environmental Science-Processes & Impacts,3,\
Environmental Science-Water Research & Technology,4,\
Environmental Sciences Europe,3,\
Environmental Sociology,3,\
Environmental Sustainability,4,\
Environmental Technology & Innovation,2,\
ENVIRONMENTAL TECHNOLOGY,4,\
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,4,\
Environmental Toxicology and Pharmacology,3,\
ENVIRONMENTAL TOXICOLOGY,3,\
ENVIRONMENTAL VALUES,1,Yes
Environments,4,\
ENVIRONMETRICS,3,\
Environnement Risques & Sante,4,\
ENZYME AND MICROBIAL TECHNOLOGY,3,\
Epekeina-International Journal of Ontology History and Critics,4,\
Ephemerides Theologicae Lovanienses,3,\
Epidemics,3,\
Epidemiologia & Prevenzione,4,\
Epidemiologia e Servicos de Saude,4,\
EPIDEMIOLOGIC REVIEWS,2,\
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,4,\
Epidemiology and Health,4,\
EPIDEMIOLOGY AND INFECTION,4,\
Epidemiology and Psychiatric Sciences,2,\
EPIDEMIOLOGY,2,\
Epigenetics & Chromatin,2,\
Epigenetics Insights,4,\
Epigenetics,3,\
Epigenomes,4,\
Epigenomics,4,\
Epijournal de Geometrie Algebrique,2,\
Epilepsia Open,3,\
EPILEPSIA,1,Yes
Epilepsy & Behavior Reports,4,\
EPILEPSY & BEHAVIOR,3,\
Epilepsy Currents,3,\
EPILEPSY RESEARCH,4,\
EPILEPTIC DISORDERS,4,\
EPISODES,4,\
Episteme-A Journal of Individual and Social Epistemology,1,Yes
Epistemology & Philosophy of Science-Epistemologiya i Filosofiya Nauki,4,\
Epitoanyag-Journal of Silicate Based and Composite Materials,4,\
EPJ Applied Metamaterials,4,\
EPJ Data Science,2,\
EPJ Nuclear Sciences & Technologies,4,\
EPJ Photovoltaics,4,\
EPJ Quantum Technology,2,\
EPJ Techniques and Instrumentation,4,\
EPL,4,\
EPMA Journal,2,\
Epohi,4,\
Eptic,4,\
EQA-International Journal of Environmental Quality,4,\
Equality Diversity and Inclusion,4,\
Equidad & Desarrollo,4,\
Equilibrium-Quarterly Journal of Economics and Economic Policy,2,\
EQUINE VETERINARY EDUCATION,4,\
EQUINE VETERINARY JOURNAL,2,\
Equity & Excellence in Education,3,\
Eras,4,\
Erasmo-Revista de Historia Bajomedieval y Moderna,4,\
Erasmus Studies,3,\
ERCIM News,4,\
ERDE,4,\
Erdkunde,4,\
Ergo-An Open Access Journal of Philosophy,3,\
ERGODIC THEORY AND DYNAMICAL SYSTEMS,3,\
Ergonomics in Design,4,\
ERGONOMICS,3,\
Eria-Revista cuatrimestral de Geografia,4,\
ERJ Open Research,2,\
ERKENNTNIS,2,\
Ermeneutica Letteraria-Rivista Internazionale,4,\
ERNAHRUNGS UMSCHAU,4,\
Erudition and the Republic of Letters,3,\
Erwerbs-Obstbau,4,\
ES Food and Agroforestry,2,\
ES Materials and Manufacturing,2,\
ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS,3,\
ESAIM-Mathematical Modelling and Numerical Analysis,3,\
ESAIM-Probability and Statistics,4,\
ESC Heart Failure,3,\
eScience,1,Yes
Escritura e Imagen,4,\
Esercizi Filosofici,4,\
ESIC Market,4,\
Eskisehir Osmangazi Universitesi IIBF Dergisi-Eskisehir Osmangazi University Journal of Economics and Administrative Sciences,4,\
Eskiyeni,4,\
ESMO Open,1,Yes
Esophagus,3,\
ESP Today-Journal of English for Specific Purposes at Tertiary Level,2,\
Espace Politique,4,\
Espaces-Populations-Societes,4,\
Espacio Abierto,4,\
Espacio Tiempo y Educacion,4,\
Espacio Tiempo y Forma Serie VII-Historia del Arte,3,\
Espacio Tiempo y Forma-Serie III-Historia Medieval,4,\
Espacios en Blanco-Serie Indagaciones,4,\
Espana Medieval,3,\
ESPES-The Slovak Journal of Aesthetics,4,\
Espiral-Cuadernos del Profesorado,4,\
Espiritu,4,\
ESPRIT CREATEUR,4,\
ESPRIT,4,\
ESQ-A Journal of Nineteenth-Century American Literature and Culture,4,\
Essays in Biochemistry,2,\
ESSAYS IN CRITICISM,3,\
Essays in French Literature and Culture,4,\
Estetika-The European Journal of Aesthetics,1,Yes
Estoa-Revista de la Facultad de Arquitectura y Urbanismo de la Universidad de Cuenca,4,\
Estonian Journal of Archaeology,2,\
Estonian Journal of Earth Sciences,4,\
ESTRENO-CUADERNOS DEL TEATRO ESPANOL CONTEMPORANEO,4,\
Estuaries and Coasts,3,\
ESTUARINE COASTAL AND SHELF SCIENCE,3,\
Estudios Atacamenos,4,\
Estudios Avanzados,4,\
Estudios de Asia y Africa,4,\
Estudios de Cultura Maya,4,\
Estudios de Derecho,4,\
Estudios de Economia,4,\
Estudios de Historia de Espana,4,\
Estudios de Historia Moderna y Contemporanea de Mexico,4,\
Estudios de Historia Novohispana,4,\
Estudios de Linguistica-Universidad de Alicante-ELUA,4,\
Estudios de Literatura Colombiana,4,\
Estudios de Teoria Literaria-Revista Digital-Artes Letras Humanidades,4,\
Estudios de Traduccion,3,\
Estudios del Desarrollo Social-Cuba y America Latina,4,\
Estudios del Habitat,4,\
Estudios Demograficos y Urbanos,4,\
ESTUDIOS FILOLOGICOS,4,\
Estudios Fronterizos,4,\
Estudios Geograficos,4,\
ESTUDIOS GEOLOGICOS-MADRID,4,\
Estudios Gerenciales,4,\
Estudios Historicos,4,\
Estudios Irlandeses,4,\
Estudios Romanicos,3,\
Estudios Sobre Educacion,4,\
Estudios Sociales-Revista Universitaria Semestral,4,\
Estudios Socioterritoriales,4,\
Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba,4,\
Estudos de Linguistica Galega,4,\
Estudos de Literatura Brasileira Contemporanea,3,\
Estudos de Religiao,4,\
Estudos Historicos,4,\
ESTUDOS IBERO-AMERICANOS,4,\
Estudos Kantianos,4,\
Estudos Teologicos,4,\
ETD Educacao Tematica Digital,4,\
Ethical Perspectives,4,\
Ethical Theory and Moral Practice,2,\
ETHICS & BEHAVIOR,3,\
Ethics & Bioethics,2,\
Ethics & Global Politics,3,\
Ethics & International Affairs,2,\
Ethics and Education,4,\
Ethics and Information Technology,2,\
Ethics and Social Welfare,4,\
Ethics and the Environment,4,\
Ethics Policy & Environment,4,\
ETHICS,1,Yes
Ethik in der Medizin,4,\
Ethiopian Journal of Health Development,4,\
Ethiopian Journal of Health Sciences,4,\
ETHNIC AND RACIAL STUDIES,2,Yes
Ethnicities,2,\
ETHNICITY & DISEASE,3,\
ETHNICITY & HEALTH,3,\
Ethnoarchaeology,1,Yes
Ethnobiology and Conservation,4,\
Ethnobiology Letters,4,\
Ethnography and Education,3,\
Ethnography,4,\
ETHNOHISTORY,3,\
Ethnologia Scandinavica,4,\
Ethnologies,4,\
Ethnomusicology Forum,3,\
ETHNOMUSICOLOGY,2,\
Ethnopolitics,3,\
Ethnorema,4,\
ETHNOS,3,\
ETHOLOGY ECOLOGY & EVOLUTION,4,\
ETHOLOGY,4,\
ETHOS,4,\
Etic net-Revista Cientifica Electronica de Educacion y Comunicacion en la Sociedad del Conocimiento,4,\
Etica & Cine,4,\
Etica & Politica,4,\
Etikk i Praksis,4,\
Etikonomi,4,\
Etnoantropoloski Problemi-Issues in Ethnology and Anthropology,4,\
Etnoloska Tribina,4,\
ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,3,\
eTransportation,1,Yes
ETRI JOURNAL,4,\
ETUDES ANGLAISES,4,\
Etudes Episteme,4,\
ETUDES FRANCAISES,4,\
ETUDES GERMANIQUES,4,\
ETUDES INTERNATIONALES,4,\
Etudes Inuit Studies,4,\
ETUDES LITTERAIRES,4,\
ETUDES PHILOSOPHIQUES,4,\
Etudes Ricoeuriennes-Ricoeur Studies,4,\
Etudes Romanes de Brno,4,\
ETUDES THEOLOGIQUES ET RELIGIEUSES,4,\
Eugene O Neill Review,3,\
EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE,3,\
Euphrosyne-Revista de Filologia Classica,3,\
EUPHYTICA,3,\
EurAmerica,4,\
Eurasian Business Review,2,\
Eurasian Chemico-Technological Journal,4,\
Eurasian Economic Review,3,\
EURASIAN GEOGRAPHY AND ECONOMICS,3,\
Eurasian Journal of Chemistry,4,\
Eurasian Journal of Emergency Medicine,4,\
Eurasian Journal of Mathematical and Computer Applications,4,\
Eurasian Journal of Medicine and Oncology,4,\
Eurasian Journal of Medicine,4,\
Eurasian Journal of Pulmonology,4,\
Eurasian Mathematical Journal,4,\
Eurasian Mining,4,\
EURASIAN SOIL SCIENCE,4,\
EURASIP Journal on Advances in Signal Processing,4,\
EURASIP Journal on Audio Speech and Music Processing,4,\
EURASIP Journal on Image and Video Processing,4,\
EURASIP Journal on Information Security,4,\
EURASIP Journal on Wireless Communications and Networking,4,\
EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,4,\
Eureka-Revista Cientifica de Psicologia,4,\
EURO Journal on Computational Optimization,4,\
EURO Journal on Decision Processes,4,\
EURO Journal on Transportation and Logistics,3,\
Euro-Mediterranean Journal for Environmental Integration,4,\
EuroBiotech Journal,4,\
EuroChoices,4,\
EuroIntervention,1,Yes
EuroMed Journal of Business,3,\
EUROPACE,1,Yes
EUROPE-ASIA STUDIES,3,\
EUROPE-REVUE LITTERAIRE MENSUELLE,4,\
European Accounting Review,4,\
European Actuarial Journal,4,\
EUROPEAN ADDICTION RESEARCH,3,\
European Annals of Allergy and Clinical Immunology,4,\
European Annals of Otorhinolaryngology-Head and Neck Diseases,4,\
EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,3,\
European Archives of Paediatric Dentistry,3,\
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,2,\
EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,4,\
European Burn Journal,4,\
European Business Organization Law Review,3,\
European Business Review,3,\
European Cardiology Review,3,\
EUROPEAN CELLS & MATERIALS,2,\
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2,\
European Clinical Respiratory Journal,4,\
European Comic Art,3,\
European Company and Financial Law Review,4,\
European Company Law,4,\
European Constitutional Law Review,2,\
European Countryside,4,\
EUROPEAN CYTOKINE NETWORK,4,\
European Early Childhood Education Research Journal,4,\
EUROPEAN EATING DISORDERS REVIEW,2,\
EUROPEAN ECONOMIC REVIEW,2,\
European Education,4,\
European Educational Research Journal,2,\
European Endodontic Journal,4,\
European Financial Management,4,\
EUROPEAN FOOD RESEARCH AND TECHNOLOGY,3,\
European Geriatric Medicine,3,\
European Heart Journal - Digital Health,3,\
EUROPEAN HEART JOURNAL SUPPLEMENTS,4,\
European Heart Journal-Acute Cardiovascular Care,2,\
European Heart Journal-Cardiovascular Imaging,1,Yes
European Heart Journal-Cardiovascular Pharmacotherapy,2,\
European Heart Journal-Case Reports,4,\
European Heart Journal-Quality of Care and Clinical Outcomes,2,\
EUROPEAN HEART JOURNAL,1,Yes
EUROPEAN HISTORY QUARTERLY,2,\
European Integration Studies,4,\
European Journal for Philosophy of Science,2,Yes
European Journal for Research on the Education and Learning of Adults,4,\
European Journal for Sport and Society,3,\
European Journal of Ageing,2,\
EUROPEAN JOURNAL OF AGRONOMY,1,Yes
European Journal of American Studies,4,\
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,2,\
European Journal of Analytic Philosophy,4,\
European Journal of Anatomy,4,\
European Journal of Applied Linguistics,3,\
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,4,\
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,3,\
European Journal of Archaeology,2,\
European Journal of Breast Health,4,\
EUROPEAN JOURNAL OF CANCER CARE,4,\
EUROPEAN JOURNAL OF CANCER PREVENTION,4,\
EUROPEAN JOURNAL OF CANCER,1,Yes
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,2,\
European Journal of Cardiovascular Nursing,3,\
EUROPEAN JOURNAL OF CELL BIOLOGY,2,\
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,3,\
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,3,\
EUROPEAN JOURNAL OF CLINICAL NUTRITION,3,\
EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,4,\
EUROPEAN JOURNAL OF COMBINATORICS,2,\
EUROPEAN JOURNAL OF COMMUNICATION,2,\
European Journal of Comparative Economics,4,\
European Journal of Comparative Law and Governance,4,\
European Journal of Computational Mechanics,4,\
European Journal of Contemporary Education,4,\
EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,4,\
EUROPEAN JOURNAL OF CONTROL,4,\
European Journal of Crime Criminal Law and Criminal Justice,4,\
European Journal of Criminology,3,\
European Journal of Cultural Management and Policy,4,\
European Journal of Cultural Studies,2,\
European Journal of Dental Education,4,\
EUROPEAN JOURNAL OF DERMATOLOGY,4,\
European Journal of Development Research,3,\
European Journal of Developmental Psychology,3,\
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,4,\
European Journal of Economics and Economic Policies-Intervention,4,\
European Journal of Education and Psychology,4,\
European Journal of Education,2,\
European Journal of Emergency Medicine,3,\
EUROPEAN JOURNAL OF ENDOCRINOLOGY,2,Yes
European Journal of Engineering Education,4,\
European Journal of English Studies,3,\
EUROPEAN JOURNAL OF ENTOMOLOGY,4,\
European Journal of Environmental and Civil Engineering,4,\
European Journal of Environmental Sciences,4,\
EUROPEAN JOURNAL OF EPIDEMIOLOGY,2,\
European Journal of Finance,4,\
EUROPEAN JOURNAL OF FOREST RESEARCH,2,\
European Journal of Futures Research,2,\
EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,4,\
European Journal of General Practice,3,\
European Journal of Geriatrics and Gerontology,4,\
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,4,\
